nohup: ignoring input
Device   : cuda
H5AD     : /project/cfRNA_NormativeModeling/OpenAccess_nfcore/Merged_Processed_AnnData_with_Batch_Biases_QC_Status.h5ad
Save dir : /project/cfRNA_NormativeModeling/NB_GP/saved_models
HC samples       : 996 / 3159
Protein-coding   : 20097
Candidate genes  : 15185 (det_rate>=0.1, mean_count>=2.0)
[   1/15185] ENSG00000000003.17     det=0.56 mean=    9.1  theta: glm=0.28 bglm=0.28 lap=0.35  |  t: 0.0+1.9+4.6s
[  94/15185] ENSG00000005513.11     det=0.37 mean=    4.3  theta: glm=0.18 bglm=0.18 lap=0.21  |  t: 0.0+1.6+3.8s
[  95/15185] ENSG00000005700.16     det=0.99 mean=  297.5  theta: glm=3.67 bglm=1.72 lap=1.88  |  t: 0.0+2.1+4.7s
[  96/15185] ENSG00000005801.19     det=0.88 mean=   37.5  theta: glm=0.91 bglm=0.87 lap=0.98  |  t: 0.0+2.1+4.7s
[  97/15185] ENSG00000005810.21     det=0.99 mean= 1266.9  theta: glm=10.33 bglm=2.06 lap=2.30  |  t: 0.0+2.2+4.6s
[  98/15185] ENSG00000005812.12     det=1.00 mean=  511.4  theta: glm=6.22 bglm=1.67 lap=1.83  |  t: 0.0+2.2+4.7s
[  99/15185] ENSG00000005844.20     det=0.99 mean=  554.3  theta: glm=3.60 bglm=1.13 lap=1.25  |  t: 0.0+2.2+5.1s
[ 100/15185] ENSG00000005882.13     det=0.97 mean=  129.4  theta: glm=1.75 bglm=1.43 lap=1.57  |  t: 0.0+2.3+4.8s
[ 101/15185] ENSG00000005884.19     det=0.63 mean=   14.6  theta: glm=0.37 bglm=0.38 lap=0.48  |  t: 0.0+0.6+4.3s
[ 102/15185] ENSG00000005889.17     det=0.99 mean=  311.7  theta: glm=3.44 bglm=1.62 lap=1.77  |  t: 0.0+2.4+4.6s
[ 103/15185] ENSG00000005893.18     det=0.96 mean=  185.5  theta: glm=2.05 bglm=1.67 lap=1.87  |  t: 0.0+2.2+4.5s
[ 104/15185] ENSG00000005961.20     det=1.00 mean= 4150.9  theta: glm=3.90 bglm=1.24 lap=1.41  |  t: 0.0+2.1+4.5s
[ 105/15185] ENSG00000006007.13     det=0.99 mean=  355.1  theta: glm=5.07 bglm=1.88 lap=2.03  |  t: 0.0+2.2+4.6s
[ 106/15185] ENSG00000006015.19     det=0.95 mean=   80.4  theta: glm=1.28 bglm=1.01 lap=1.11  |  t: 0.0+2.1+4.5s
[ 107/15185] ENSG00000006025.14     det=0.84 mean=   36.8  theta: glm=0.68 bglm=0.68 lap=0.76  |  t: 0.0+1.8+4.3s
[ 108/15185] ENSG00000006042.13     det=0.43 mean=    4.8  theta: glm=0.20 bglm=0.20 lap=0.25  |  t: 0.0+1.5+3.7s
[ 109/15185] ENSG00000006062.19     det=0.97 mean=  174.4  theta: glm=2.05 bglm=1.27 lap=1.38  |  t: 0.0+2.2+4.4s
[ 110/15185] ENSG00000006071.16     det=0.34 mean=    4.6  theta: glm=0.00 bglm=0.15 lap=0.17  |  t: 0.0+2.3+3.9s
[ 111/15185] ENSG00000006118.15     det=0.32 mean=    3.1  theta: glm=0.15 bglm=0.15 lap=0.24  |  t: 0.0+2.0+3.9s
[ 112/15185] ENSG00000006125.19     det=0.99 mean= 1143.0  theta: glm=7.65 bglm=2.19 lap=2.43  |  t: 0.0+2.1+4.6s
[ 113/15185] ENSG00000006194.12     det=0.94 mean=   92.7  theta: glm=1.52 bglm=1.15 lap=1.26  |  t: 0.0+2.2+4.5s
[ 114/15185] ENSG00000006210.7      det=0.70 mean=   28.8  theta: glm=0.46 bglm=0.46 lap=0.59  |  t: 0.0+1.8+4.5s
[ 115/15185] ENSG00000006282.23     det=0.77 mean=   39.7  theta: glm=0.52 bglm=0.53 lap=0.61  |  t: 0.0+0.9+4.3s
[ 116/15185] ENSG00000006283.18     det=0.23 mean=    2.6  theta: glm=0.12 bglm=0.12 lap=0.22  |  t: 0.0+1.6+3.7s
[ 117/15185] ENSG00000006327.15     det=0.57 mean=   12.2  theta: glm=0.30 bglm=0.30 lap=0.33  |  t: 0.0+1.0+4.4s
[ 118/15185] ENSG00000006432.17     det=0.76 mean=   28.5  theta: glm=0.50 bglm=0.50 lap=0.56  |  t: 0.0+2.1+4.5s
[ 119/15185] ENSG00000006451.9      det=0.99 mean=  196.5  theta: glm=2.42 bglm=1.31 lap=1.44  |  t: 0.0+2.3+4.6s
[ 120/15185] ENSG00000006453.15     det=0.44 mean=    6.1  theta: glm=0.20 bglm=0.20 lap=0.26  |  t: 0.0+1.4+3.9s
[ 121/15185] ENSG00000006459.12     det=0.99 mean=  688.1  theta: glm=4.27 bglm=1.49 lap=1.66  |  t: 0.0+2.1+4.6s
[ 122/15185] ENSG00000006468.16     det=0.30 mean=    3.9  theta: glm=0.15 bglm=0.15 lap=0.18  |  t: 0.0+2.1+4.1s
[ 123/15185] ENSG00000006530.19     det=0.94 mean=   80.7  theta: glm=1.50 bglm=0.95 lap=1.01  |  t: 0.0+2.2+4.6s
[ 124/15185] ENSG00000006534.18     det=0.97 mean=  193.3  theta: glm=1.77 bglm=1.19 lap=1.30  |  t: 0.0+2.2+4.6s
[ 125/15185] ENSG00000006555.12     det=0.72 mean=   21.3  theta: glm=0.50 bglm=0.50 lap=0.53  |  t: 0.0+2.2+4.5s
[ 126/15185] ENSG00000006576.18     det=0.97 mean=  250.2  theta: glm=2.66 bglm=1.42 lap=1.55  |  t: 0.0+2.2+4.6s
[ 127/15185] ENSG00000006607.15     det=0.97 mean=  131.7  theta: glm=2.29 bglm=1.47 lap=1.60  |  t: 0.0+2.2+4.6s
[ 128/15185] ENSG00000006625.19     det=0.90 mean=   60.4  theta: glm=1.05 bglm=0.92 lap=1.01  |  t: 0.0+2.0+4.6s
[ 129/15185] ENSG00000006634.9      det=0.92 mean=   71.1  theta: glm=1.20 bglm=0.92 lap=1.01  |  t: 0.0+2.2+4.5s
[ 130/15185] ENSG00000006638.14     det=0.95 mean=  390.8  theta: glm=2.85 bglm=1.11 lap=1.20  |  t: 0.0+2.2+4.6s
[ 131/15185] ENSG00000006652.15     det=0.99 mean=  472.7  theta: glm=3.59 bglm=1.57 lap=1.71  |  t: 0.0+2.1+4.7s
[ 132/15185] ENSG00000006695.13     det=0.88 mean=   53.5  theta: glm=0.94 bglm=0.89 lap=0.96  |  t: 0.0+2.2+4.7s
[ 133/15185] ENSG00000006704.12     det=0.40 mean=    6.1  theta: glm=0.18 bglm=0.18 lap=0.27  |  t: 0.0+1.4+3.9s
[ 134/15185] ENSG00000006712.16     det=1.00 mean=  310.3  theta: glm=4.59 bglm=1.45 lap=1.57  |  t: 0.0+2.2+4.5s
[ 135/15185] ENSG00000006715.17     det=0.99 mean=  463.2  theta: glm=6.13 bglm=2.00 lap=2.18  |  t: 0.0+2.0+4.7s
[ 136/15185] ENSG00000006740.19     det=0.34 mean=   10.7  theta: glm=0.00 bglm=0.12 lap=0.12  |  t: 0.0+2.3+4.5s
[ 137/15185] ENSG00000006744.20     det=0.96 mean=  111.6  theta: glm=1.74 bglm=1.26 lap=1.36  |  t: 0.0+2.2+4.6s
[ 138/15185] ENSG00000006747.16     det=0.28 mean=    3.0  theta: glm=0.12 bglm=0.12 lap=0.13  |  t: 0.0+2.3+4.1s
[ 139/15185] ENSG00000006756.17     det=0.67 mean=   19.7  theta: glm=0.41 bglm=0.41 lap=0.48  |  t: 0.0+1.8+4.7s
[ 140/15185] ENSG00000006757.13     det=0.78 mean=   22.6  theta: glm=0.60 bglm=0.60 lap=0.69  |  t: 0.0+1.9+4.7s
[ 141/15185] ENSG00000006831.11     det=0.97 mean=  220.5  theta: glm=2.82 bglm=1.84 lap=2.02  |  t: 0.0+2.2+4.8s
[ 142/15185] ENSG00000006837.12     det=0.48 mean=    9.3  theta: glm=0.24 bglm=0.24 lap=0.27  |  t: 0.0+1.3+4.2s
[ 143/15185] ENSG00000007038.12     det=0.18 mean=    2.8  theta: glm=0.07 bglm=0.12 lap=0.12  |  t: 0.0+2.3+4.2s
[ 144/15185] ENSG00000007047.17     det=0.97 mean=  211.9  theta: glm=2.69 bglm=1.70 lap=1.85  |  t: 0.0+2.2+4.7s
[ 145/15185] ENSG00000007062.13     det=0.33 mean=    2.4  theta: glm=0.16 bglm=0.16 lap=0.24  |  t: 0.0+2.2+4.1s
[ 146/15185] ENSG00000007080.12     det=0.99 mean=  241.6  theta: glm=3.35 bglm=1.60 lap=1.73  |  t: 0.0+2.2+4.7s
[ 147/15185] ENSG00000007129.19     det=0.76 mean=   22.1  theta: glm=0.52 bglm=0.50 lap=0.56  |  t: 0.0+2.1+4.6s
[ 148/15185] ENSG00000007168.16     det=1.00 mean=  516.1  theta: glm=7.24 bglm=1.92 lap=2.09  |  t: 0.0+2.2+4.8s
[ 149/15185] ENSG00000007171.20     det=0.25 mean=    3.2  theta: glm=0.09 bglm=0.12 lap=0.13  |  t: 0.0+2.0+3.9s
[ 150/15185] ENSG00000007174.18     det=0.22 mean=    2.0  theta: glm=0.11 bglm=0.11 lap=0.19  |  t: 0.0+2.0+4.1s
[ 151/15185] ENSG00000007202.17     det=0.99 mean=  319.6  theta: glm=3.53 bglm=1.48 lap=1.62  |  t: 0.0+2.2+4.8s
[ 152/15185] ENSG00000007237.20     det=0.98 mean=  364.9  theta: glm=2.62 bglm=1.36 lap=1.51  |  t: 0.0+2.2+4.8s
[ 153/15185] ENSG00000007255.11     det=0.88 mean=   80.4  theta: glm=0.86 bglm=0.84 lap=1.01  |  t: 0.0+2.1+4.7s
[ 154/15185] ENSG00000007264.16     det=0.98 mean=  246.6  theta: glm=1.96 bglm=1.32 lap=1.45  |  t: 0.0+2.2+4.7s
[ 155/15185] ENSG00000007312.15     det=0.93 mean=  112.6  theta: glm=1.02 bglm=0.86 lap=0.97  |  t: 0.0+2.3+4.9s
[ 156/15185] ENSG00000007314.12     det=0.40 mean=    8.8  theta: glm=0.19 bglm=0.19 lap=0.27  |  t: 0.0+1.4+4.3s
[ 157/15185] ENSG00000007341.20     det=0.97 mean=  149.4  theta: glm=2.29 bglm=1.57 lap=1.70  |  t: 0.0+2.2+4.8s
[ 158/15185] ENSG00000007350.18     det=0.65 mean=   32.0  theta: glm=0.35 bglm=0.34 lap=0.43  |  t: 0.0+2.0+4.6s
[ 159/15185] ENSG00000007372.25     det=0.40 mean=    4.4  theta: glm=0.23 bglm=0.23 lap=0.35  |  t: 0.0+1.6+3.9s
[ 160/15185] ENSG00000007376.9      det=0.84 mean=   44.0  theta: glm=0.75 bglm=0.69 lap=0.76  |  t: 0.0+2.2+4.8s
[ 161/15185] ENSG00000007384.16     det=0.34 mean=    4.3  theta: glm=0.16 bglm=0.16 lap=0.21  |  t: 0.0+1.2+3.9s
[ 162/15185] ENSG00000007392.18     det=0.96 mean=  101.8  theta: glm=1.55 bglm=1.18 lap=1.29  |  t: 0.0+2.2+4.9s
[ 163/15185] ENSG00000007402.13     det=0.48 mean=   12.0  theta: glm=0.22 bglm=0.22 lap=0.26  |  t: 0.0+0.8+4.4s
[ 164/15185] ENSG00000007516.16     det=0.58 mean=   17.6  theta: glm=0.30 bglm=0.30 lap=0.35  |  t: 0.0+1.7+4.3s
[ 165/15185] ENSG00000007520.5      det=0.99 mean=  177.0  theta: glm=3.48 bglm=1.24 lap=1.33  |  t: 0.0+2.2+4.7s
[ 166/15185] ENSG00000007541.18     det=0.78 mean=   79.6  theta: glm=0.59 bglm=0.51 lap=0.56  |  t: 0.0+2.2+4.8s
[ 167/15185] ENSG00000007545.17     det=0.91 mean=  118.9  theta: glm=1.16 bglm=1.04 lap=1.14  |  t: 0.0+2.1+4.9s
[ 168/15185] ENSG00000007866.22     det=0.18 mean=    2.0  theta: glm=10000.00 bglm=0.11 lap=0.11  |  t: 0.0+2.2+4.1s
[ 169/15185] ENSG00000007908.16     det=0.33 mean=    4.5  theta: glm=0.16 bglm=0.16 lap=0.27  |  t: 0.0+1.8+3.9s
[ 170/15185] ENSG00000007923.18     det=0.98 mean=  159.4  theta: glm=2.59 bglm=1.61 lap=1.74  |  t: 0.0+2.2+4.6s
[ 171/15185] ENSG00000007933.14     det=0.38 mean=    6.5  theta: glm=0.16 bglm=0.16 lap=0.24  |  t: 0.0+2.2+4.1s
[ 172/15185] ENSG00000007944.16     det=0.97 mean=  164.5  theta: glm=2.43 bglm=1.48 lap=1.61  |  t: 0.0+2.3+4.7s
[ 173/15185] ENSG00000007968.8      det=0.95 mean=  154.1  theta: glm=1.31 bglm=1.01 lap=1.12  |  t: 0.0+2.2+4.7s
[ 174/15185] ENSG00000008018.10     det=0.99 mean=  292.9  theta: glm=4.31 bglm=1.74 lap=1.89  |  t: 0.0+2.2+4.7s
[ 175/15185] ENSG00000008056.15     det=0.33 mean=    2.0  theta: glm=0.17 bglm=0.17 lap=0.27  |  t: 0.0+2.0+4.0s
[ 176/15185] ENSG00000008083.15     det=1.00 mean= 1036.1  theta: glm=6.82 bglm=2.10 lap=2.34  |  t: 0.0+2.2+4.8s
[ 177/15185] ENSG00000008086.13     det=0.90 mean=   59.2  theta: glm=1.08 bglm=1.01 lap=1.14  |  t: 0.0+2.2+4.7s
[ 178/15185] ENSG00000008128.24     det=0.99 mean=  390.5  theta: glm=3.57 bglm=1.59 lap=1.74  |  t: 0.0+2.2+4.7s
[ 179/15185] ENSG00000008130.16     det=0.99 mean=  679.2  theta: glm=3.32 bglm=1.54 lap=1.71  |  t: 0.0+2.2+4.7s
